date_observed,search_term,store,product_title,product_url,package_size_text,package_size,package_unit,displayed_price,unit_price_text,listed_unit_price,listed_unit,is_variable_weight,sale_status,sale_price,regular_price,multi_buy_quantity,multi_buy_unit_price,single_item_price,category,product_family,comparison_group,product_form,attributes,standardized_unit,price_per_standard_unit,data_quality_warning,normalization_error
2026-09-19,bread,No Frills Canada,Thick Slice Original White Bread,https://www.nofrills.ca/en/thick-slice-original-white-bread/p/20038335_EA,675 g,675.0,g,4.0,$0.59/100g,0.59,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,,100g,0.5925925925925926,,
2026-09-19,bread,No Frills Canada,14 Grain Bread,https://www.nofrills.ca/en/14-grain-bread/p/21178642_EA,600 g,600.0,g,4.0,$0.67/100g,0.67,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,,100g,0.6666666666666667,,
2026-09-19,bread,No Frills Canada,14 Grains & Protein Sliced Bread,https://www.nofrills.ca/en/14-grains-protein-sliced-bread/p/21693323_EA,600 g,600.0,g,4.0,$0.67/100g,0.67,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,,100g,0.6666666666666667,,
2026-09-19,bread,No Frills Canada,Whole Grain & Protein Blend Bread,https://www.nofrills.ca/en/whole-grain-protein-blend-bread/p/21429067_EA,600 g,600.0,g,4.0,$0.67/100g,0.67,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,whole_wheat,100g,0.6666666666666667,,
2026-09-18,bread,Walmart Canada,"Great Value White Bread, Source of 12 Essential Nutrients, 675 g",https://www.walmart.ca/en/ip/great-value-white-bread-source-of-12-essential-nutrients-675-g/6000206630542,675 g,675.0,g,2.48,37¢/100g,0.37,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,,100g,0.3674074074074074,,
2026-09-18,bread,Walmart Canada,"Great Value Whole Wheat Bread, Source of 10 Essential Nutrients, 675 g",https://www.walmart.ca/en/ip/great-value-whole-wheat-bread-source-of-10-essential-nutrients-675-g/6000206630673,675 g,675.0,g,2.48,37¢/100g,0.37,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,whole_wheat,100g,0.3674074074074074,,
2026-09-18,bread,Walmart Canada,Dempster’s® 100% Whole Wheat Sliced Bread,https://www.walmart.ca/en/ip/dempsters-100-whole-wheat-sliced-bread/6000191268657,,,,2.68,40¢/100g,0.4,100g,False,Rollback,2.68,2.98,,,,bakery,bread,sliced_bread,sliced_loaf,whole_wheat,100g,0.4,,
2026-09-18,bread,Walmart Canada,Dempster’s® White Sliced Bread,https://www.walmart.ca/en/ip/dempsters-white-sliced-bread/6000191268725,,,,2.68,40¢/100g,0.4,100g,False,Rollback,2.68,2.98,,,,bakery,bread,sliced_bread,sliced_loaf,,100g,0.4,,
2026-09-18,bread,Walmart Canada,"Dempster’s® 100% Whole Grains 12 Grain Sliced Bread, 600 g",https://www.walmart.ca/en/ip/dempsters-100-whole-grains-12-grain-sliced-bread-600-g/6000191284609,600 g,600.0,g,2.88,48¢/100g,0.48,100g,False,Rollback,2.88,3.68,,,,bakery,bread,sliced_bread,sliced_loaf,whole_wheat,100g,0.48,,
2026-09-18,bread,Walmart Canada,ACE Bakery® Classic White Bistro Loaf,https://www.walmart.ca/en/ip/ace-bakery-classic-white-bistro-loaf/2OQJOHWYRQKD,,,,4.87,82¢/100g,0.82,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,,100g,0.82,,
2026-09-18,bread,Walmart Canada,Stonemill® Bakehouse  Sourdough Bread,https://www.walmart.ca/en/ip/stonemill-bakehouse-sourdough-bread/6000208313757,,,,4.97,90¢/100g,0.9,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,,100g,0.9,,
2026-09-18,bread,Walmart Canada,Stonemill® Authentic Sourdough Rye Multigrain Sliced Bread,https://www.walmart.ca/en/ip/stonemill-authentic-sourdough-rye-multigrain-sliced-bread/6000197288819,,,,5.48,$1.00/100g,1.0,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,,100g,1.0,,
2026-09-18,bread,Walmart Canada,"Stonemill® Honest Wellness Sprouted Rye & 12 Grains Sliced Bread, 454 g",https://www.walmart.ca/en/ip/stonemill-honest-wellness-sprouted-rye-12-grains-sliced-bread-454-g/6000197290251,454 g,454.0,g,5.48,$1.21/100g,1.21,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,,100g,1.2070484581497798,,
2026-09-19,cheese,Food Basics Canada,Swiss Cheese,https://www.foodbasics.ca/aisles/dairy-eggs/packaged-cheese/cheese-blocks/swiss-cheese/p/059749962421,400 g,400.0,g,4.88,$1.22 /100g,1.22,100g,False,sale,4.88,5.99,,,,dairy,cheese,swiss_cheese,unspecified,,100g,1.22,,
